land,date,driving,walking,transit,confirmed,dead,name,iso_code,capital,area,population,confirmed_change,confirmed_change_3w,confirmed_change_pct,confirmed_growth_pct_3w,confirmed_doubling_days,confirmed_doubling_days_3w,Rt,confirmed_active_cases,confirmed_active_cases_change,confirmed_peak_log,confirmed_peak_date,confirmed_day_since_10,population_100k,confirmed_per_100k,confirmed_change_per_100k,confirmed_active_cases_per_100k,confirmed_active_cases_change_per_100k,dead_change,dead_change_3w,dead_change_pct,dead_growth_pct_3w,dead_doubling_days,dead_doubling_days_3w,lethality,dead_day_since_10,dead_per_100k,dead_change_per_100k
Baden-Wuerttemberg,2020-03-04,105.2,,,50,0,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,,,,,0.0,0.0,,,,,-1,1,110.7,0.45,,,,,,,,0.0,0.0,,0,0.0,
Baden-Wuerttemberg,2020-03-05,108.75,,,73,0,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,23.0,,46.0,,0.18,0.0,,,,,0,2,110.7,0.66,0.21,,,0.0,,,,0.0,0.0,,0,0.0,0.0
Baden-Wuerttemberg,2020-03-06,119.53,,,96,0,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,23.0,,31.51,,0.2,0.0,,,,,0,3,110.7,0.87,0.21,,,0.0,,,,0.0,0.0,,0,0.0,0.0
Baden-Wuerttemberg,2020-03-07,114.63,,,170,0,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,74.0,,77.08,,0.16,0.0,,,,,0,4,110.7,1.54,0.67,,,0.0,,,,0.0,0.0,,0,0.0,0.0
Baden-Wuerttemberg,2020-03-08,109.06,,,182,0,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,12.0,,7.06,,0.33,0.0,,,,,0,5,110.7,1.64,0.11,,,0.0,,,,0.0,0.0,,0,0.0,0.0
Baden-Wuerttemberg,2020-03-09,101.73,,,204,0,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,22.0,,12.09,,0.27,0.0,,,,,0,6,110.7,1.84,0.2,,,0.0,,,,0.0,0.0,,0,0.0,0.0
Baden-Wuerttemberg,2020-03-10,100.67,,,237,0,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,33.0,,16.18,,0.24,0.0,,,,,0,7,110.7,2.14,0.3,,,0.0,,,,0.0,0.0,,0,0.0,0.0
Baden-Wuerttemberg,2020-03-11,98.55,,,277,0,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,40.0,,16.88,,0.24,0.0,,,,,0,8,110.7,2.5,0.36,,,0.0,,,,0.0,0.0,,0,0.0,0.0
Baden-Wuerttemberg,2020-03-12,89.67,,,454,0,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,177.0,,63.9,,0.17,0.0,,,,,0,9,110.7,4.1,1.6,,,0.0,,,,0.0,0.0,,0,0.0,0.0
Baden-Wuerttemberg,2020-03-13,87.16,,,454,0,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,0.0,,0.0,,100.0,0.0,,,,,0,10,110.7,4.1,0.0,,,0.0,,,,0.0,0.0,,0,0.0,0.0
Baden-Wuerttemberg,2020-03-14,76.33,,,569,0,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,115.0,,25.33,,0.21,0.0,,,,,0,11,110.7,5.14,1.04,,,0.0,,,,0.0,0.0,,0,0.0,0.0
Baden-Wuerttemberg,2020-03-15,74.11,,,827,0,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,258.0,,45.34,,0.18,0.0,2.75,,,,0,12,110.7,7.47,2.33,,,0.0,,,,0.0,0.0,,0,0.0,0.0
Baden-Wuerttemberg,2020-03-16,68.28,,,1105,0,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,278.0,,33.62,,0.2,0.0,2.71,1055.0,,3.1,0,13,110.7,9.98,2.51,9.53,,0.0,,,,0.0,0.0,,0,0.0,0.0
Baden-Wuerttemberg,2020-03-17,62.66,,,1479,2,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,374.0,,33.85,,0.2,0.0,3.33,1406.0,351.0,3.01,0,14,110.7,13.36,3.38,12.7,3.17,2.0,,,,0.0,0.0,,0,0.02,0.02
Baden-Wuerttemberg,2020-03-18,57.83,,,1609,2,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,130.0,,8.79,,0.3,0.0,3.4,1513.0,107.0,2.82,0,15,110.7,14.54,1.17,13.67,0.97,0.0,,0.0,,100.0,0.0,,0,0.02,0.0
Baden-Wuerttemberg,2020-03-19,54.73,,,2155,6,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,546.0,,33.93,,0.2,0.0,2.88,1985.0,472.0,2.54,0,16,110.7,19.47,4.93,17.93,4.26,4.0,,200.0,,0.13,0.0,,0,0.05,0.04
Baden-Wuerttemberg,2020-03-20,50.54,,,2746,10,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,591.0,,27.42,,0.21,0.0,2.84,2564.0,579.0,2.71,0,17,110.7,24.81,5.34,23.16,5.23,4.0,,66.67,,0.16,0.0,,0,0.09,0.04
Baden-Wuerttemberg,2020-03-21,35.21,,,3668,16,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,922.0,,33.58,,0.2,0.0,2.42,3464.0,900.0,2.89,0,18,110.7,33.14,8.33,31.29,8.13,6.0,,60.0,,0.17,0.0,,1,0.14,0.05
Baden-Wuerttemberg,2020-03-22,37.72,,,3807,21,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,139.0,,3.79,,0.44,0.0,2.25,3570.0,106.0,2.78,0,19,110.7,34.39,1.26,32.25,0.96,5.0,,31.25,,0.2,0.0,,2,0.19,0.05
Baden-Wuerttemberg,2020-03-23,43.21,,,3811,21,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,4.0,,0.11,,6.94,0.0,1.9,3534.0,-36.0,2.62,0,20,110.7,34.43,0.04,31.93,-0.33,0.0,,0.0,,100.0,0.0,,3,0.19,0.0
Baden-Wuerttemberg,2020-03-24,43.39,,,5348,30,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,1537.0,,40.33,,0.19,0.0,1.71,4894.0,1360.0,2.47,0,21,110.7,48.31,13.88,44.21,12.29,9.0,,42.86,,0.18,0.0,,4,0.27,0.08
Baden-Wuerttemberg,2020-03-25,44.61,,,6069,0,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,721.0,6019.0,13.48,,0.26,0.0,1.43,5615.0,721.0,2.59,0,22,110.7,54.83,6.51,50.72,6.51,-30.0,0.0,-100.0,,0.0,0.0,-0.88,4,0.0,-0.27
Baden-Wuerttemberg,2020-03-26,45.25,,,7283,56,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,1214.0,7210.0,20.0,20.17,0.23,0.23,1.38,6714.0,1099.0,2.55,0,23,110.7,65.79,10.97,60.65,9.93,56.0,56.0,,,0.0,0.0,13.12,5,0.51,0.51
Baden-Wuerttemberg,2020-03-27,47.45,,,8161,70,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,878.0,8065.0,12.06,12.18,0.27,0.27,1.67,7334.0,620.0,2.29,0,24,110.7,73.73,7.93,66.25,5.6,14.0,70.0,25.0,25.0,0.21,0.21,16.76,6,0.63,0.13
Baden-Wuerttemberg,2020-03-28,45.83,,,9781,101,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,1620.0,9611.0,19.85,20.09,0.23,0.23,1.7,8676.0,1342.0,2.18,0,25,110.7,88.36,14.63,78.38,12.12,31.0,101.0,44.29,44.29,0.18,0.18,21.3,7,0.91,0.28
Baden-Wuerttemberg,2020-03-29,40.85,,,9794,101,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,13.0,9612.0,0.13,0.14,5.55,5.46,1.8,8315.0,-361.0,1.89,0,26,110.7,88.48,0.12,75.12,-3.26,0.0,101.0,0.0,0.0,100.0,100.0,12.4,8,0.91,0.0
Baden-Wuerttemberg,2020-03-30,48.97,,,10943,119,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,1149.0,10739.0,11.73,11.95,0.27,0.27,1.6,9334.0,1019.0,1.92,0,27,110.7,98.86,10.38,84.32,9.21,18.0,119.0,17.82,17.82,0.24,0.24,10.88,9,1.08,0.16
Baden-Wuerttemberg,2020-03-31,50.81,,,12334,165,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,1391.0,12097.0,12.71,12.95,0.26,0.26,1.25,10179.0,845.0,1.74,0,28,110.7,111.42,12.57,91.96,7.63,46.0,165.0,38.66,38.66,0.19,0.19,10.87,10,1.49,0.42
Baden-Wuerttemberg,2020-04-01,51.56,,,13410,197,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,1076.0,13133.0,8.72,8.89,0.3,0.3,1.04,10664.0,485.0,1.59,0,29,110.7,121.14,9.72,96.34,4.38,32.0,197.0,19.39,19.39,0.23,0.23,14.79,11,1.78,0.29
Baden-Wuerttemberg,2020-04-02,51.8,,,14662,241,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,1252.0,14208.0,9.34,9.53,0.3,0.29,1.02,10994.0,330.0,1.39,0,30,110.7,132.45,11.31,99.32,2.98,44.0,241.0,22.34,22.34,0.22,0.22,10.88,12,2.18,0.4
Baden-Wuerttemberg,2020-04-03,51.31,,,16059,285,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,1397.0,15605.0,9.53,9.83,0.29,0.29,1.1,12252.0,1258.0,1.44,0,31,110.7,145.07,12.62,110.68,11.36,44.0,285.0,18.26,18.26,0.23,0.23,9.38,13,2.57,0.4
Baden-Wuerttemberg,2020-04-04,48.1,,,17014,316,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,955.0,16445.0,5.95,6.12,0.36,0.35,1.14,13203.0,951.0,1.5,0,32,110.7,153.7,8.63,119.27,8.59,31.0,316.0,10.88,10.88,0.28,0.28,6.94,14,2.85,0.28
Baden-Wuerttemberg,2020-04-05,55.2,,,18614,367,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,1600.0,17787.0,9.4,9.73,0.3,0.29,1.31,13266.0,63.0,1.25,0,33,110.7,168.16,14.45,119.84,0.57,51.0,367.0,16.14,16.14,0.24,0.24,8.93,15,3.32,0.46
Baden-Wuerttemberg,2020-04-06,56.28,,,19395,387,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,781.0,18290.0,4.2,4.39,0.42,0.41,1.21,13326.0,60.0,1.16,0,34,110.7,175.21,7.06,120.38,0.54,20.0,387.0,5.45,5.45,0.37,0.37,9.9,16,3.5,0.18
Baden-Wuerttemberg,2020-04-07,58.62,,,20141,433,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,746.0,18662.0,3.85,4.08,0.44,0.43,1.05,12858.0,-468.0,1.02,0,35,110.7,181.95,6.74,116.16,-4.23,46.0,431.0,11.89,11.89,0.27,0.27,6.93,17,3.91,0.42
Baden-Wuerttemberg,2020-04-08,60.11,,,20680,464,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,539.0,19071.0,2.68,2.89,0.53,0.51,0.97,12519.0,-339.0,0.93,0,36,110.7,186.82,4.87,113.09,-3.06,31.0,462.0,7.16,7.19,0.33,0.33,5.99,18,4.19,0.28
Baden-Wuerttemberg,2020-04-09,58.26,,,21603,519,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,923.0,19448.0,4.46,4.84,0.41,0.39,0.78,11822.0,-697.0,0.79,1,37,110.7,195.16,8.34,106.8,-6.3,55.0,513.0,11.85,11.9,0.27,0.27,5.42,19,4.69,0.5
Baden-Wuerttemberg,2020-04-10,52.21,,,22433,570,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,830.0,19687.0,3.84,4.27,0.44,0.42,0.7,12639.0,817.0,0.83,0,38,110.7,202.66,7.5,114.18,7.38,51.0,560.0,9.83,9.94,0.29,0.29,5.26,20,5.15,0.46
Baden-Wuerttemberg,2020-04-11,51.87,,,23617,622,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,1184.0,19949.0,5.28,6.01,0.38,0.36,0.7,12674.0,35.0,0.77,0,39,110.7,213.35,10.7,114.49,0.32,52.0,606.0,9.12,9.29,0.3,0.3,5.01,21,5.62,0.47
Baden-Wuerttemberg,2020-04-12,45.96,,,24078,649,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,461.0,20271.0,1.95,2.31,0.64,0.58,0.73,11744.0,-930.0,0.67,0,40,110.7,217.52,4.16,106.09,-8.4,27.0,628.0,4.34,4.46,0.41,0.41,4.71,22,5.86,0.24
Baden-Wuerttemberg,2020-04-13,56.37,,,24570,677,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,492.0,20759.0,2.04,2.43,0.62,0.56,0.83,11160.0,-584.0,0.61,0,41,110.7,221.96,4.44,100.82,-5.28,28.0,656.0,4.31,4.46,0.42,0.41,4.07,23,6.12,0.25
Baden-Wuerttemberg,2020-04-14,60.29,,,25040,711,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,470.0,19692.0,1.91,2.26,0.65,0.59,0.9,10378.0,-782.0,0.54,0,42,110.7,226.21,4.25,93.75,-7.06,34.0,681.0,5.02,5.18,0.39,0.38,3.98,24,6.42,0.31
Baden-Wuerttemberg,2020-04-15,61.26,,,25438,767,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,398.0,19369.0,1.59,2.02,0.73,0.63,0.82,9379.0,-999.0,0.46,0,43,110.7,229.8,3.6,84.73,-9.02,56.0,767.0,7.88,8.22,0.32,0.31,4.13,25,6.93,0.51
Baden-Wuerttemberg,2020-04-16,64.73,,,25881,802,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,443.0,18598.0,1.74,2.29,0.69,0.58,0.71,8867.0,-512.0,0.42,0,44,110.7,233.8,4.0,80.1,-4.63,35.0,746.0,4.56,4.56,0.4,0.4,3.84,26,7.25,0.32
Baden-Wuerttemberg,2020-04-17,63.72,,,26543,872,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,662.0,18382.0,2.56,3.56,0.55,0.46,0.64,7929.0,-938.0,0.35,0,45,110.7,239.78,5.98,71.63,-8.47,70.0,802.0,8.73,9.38,0.3,0.3,3.82,27,7.88,0.63
Baden-Wuerttemberg,2020-04-18,58.12,,,27258,919,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,715.0,17477.0,2.69,3.89,0.53,0.44,0.63,7863.0,-66.0,0.34,0,46,110.7,246.24,6.46,71.03,-0.6,47.0,818.0,5.39,5.86,0.37,0.36,4.11,28,8.3,0.42
Baden-Wuerttemberg,2020-04-19,64.79,,,27883,968,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,625.0,18089.0,2.29,3.58,0.58,0.46,0.78,7742.0,-121.0,0.33,0,47,110.7,251.89,5.65,69.94,-1.09,49.0,867.0,5.33,5.99,0.38,0.36,3.62,29,8.74,0.44
Baden-Wuerttemberg,2020-04-20,63.66,,,28253,982,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,370.0,17310.0,1.33,2.05,0.82,0.62,0.98,7573.0,-169.0,0.31,0,48,110.7,255.23,3.34,68.41,-1.53,14.0,863.0,1.45,1.61,0.77,0.72,3.61,30,8.87,0.13
Baden-Wuerttemberg,2020-04-21,65.45,,,28712,1031,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,459.0,16378.0,1.62,2.65,0.72,0.54,1.12,7109.0,-464.0,0.28,0,49,110.7,259.38,4.15,64.22,-4.19,49.0,866.0,4.99,5.68,0.39,0.36,4.1,31,9.31,0.44
Baden-Wuerttemberg,2020-04-22,67.06,,,28898,1063,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,186.0,15488.0,0.65,1.14,1.39,0.91,1.1,6465.0,-644.0,0.25,0,50,110.7,261.06,1.68,58.4,-5.82,32.0,866.0,3.1,3.7,0.49,0.45,4.07,32,9.6,0.29
Baden-Wuerttemberg,2020-04-23,66.86,,,29443,1113,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,545.0,14781.0,1.89,3.52,0.65,0.46,0.92,5826.0,-639.0,0.22,0,51,110.7,265.98,4.92,52.63,-5.77,50.0,872.0,4.7,5.77,0.4,0.36,4.48,33,10.05,0.45
Baden-Wuerttemberg,2020-04-24,66.45,,,29792,1153,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,349.0,13733.0,1.19,2.36,0.89,0.57,0.77,5714.0,-112.0,0.21,0,52,110.7,269.14,3.15,51.62,-1.01,40.0,868.0,3.59,4.59,0.45,0.4,4.41,34,10.42,0.36
Baden-Wuerttemberg,2020-04-25,62.51,,,30169,1189,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,377.0,13155.0,1.27,2.75,0.85,0.52,0.67,5599.0,-115.0,0.21,0,53,110.7,272.54,3.41,50.58,-1.04,36.0,873.0,3.12,4.15,0.49,0.42,4.09,35,10.74,0.33
Baden-Wuerttemberg,2020-04-26,67.27,,,30761,1237,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,592.0,12147.0,1.96,4.5,0.64,0.41,0.74,5721.0,122.0,0.21,0,54,110.7,277.89,5.35,51.68,1.1,48.0,870.0,4.04,5.5,0.43,0.37,4.92,36,11.17,0.43
Baden-Wuerttemberg,2020-04-27,65.65,,,31043,1249,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,282.0,11648.0,0.92,2.32,1.07,0.58,0.83,5605.0,-116.0,0.2,0,55,110.7,280.44,2.55,50.63,-1.05,12.0,862.0,0.97,1.38,1.02,0.8,5.16,37,11.28,0.11
Baden-Wuerttemberg,2020-04-28,65.17,,,31196,1269,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,153.0,11055.0,0.49,1.31,1.73,0.83,0.91,5315.0,-290.0,0.19,0,56,110.7,281.82,1.38,48.01,-2.62,20.0,836.0,1.6,2.32,0.72,0.58,4.86,38,11.46,0.18
Baden-Wuerttemberg,2020-04-29,67.67,,,31336,1299,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,140.0,10656.0,0.45,1.27,1.87,0.85,0.97,4793.0,-522.0,0.17,0,57,110.7,283.08,1.26,43.3,-4.72,30.0,835.0,2.36,3.59,0.57,0.46,4.96,39,11.73,0.27
Baden-Wuerttemberg,2020-04-30,65.55,,,31609,1353,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,273.0,10006.0,0.87,2.56,1.11,0.55,0.78,4351.0,-442.0,0.15,0,58,110.7,285.55,2.47,39.31,-3.99,54.0,834.0,4.16,6.47,0.42,0.34,5.61,40,12.22,0.49
Baden-Wuerttemberg,2020-05-01,60.81,,,31919,1385,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,310.0,9486.0,0.98,3.1,1.01,0.49,0.66,4036.0,-315.0,0.14,0,59,110.7,288.35,2.8,36.46,-2.85,32.0,815.0,2.37,3.84,0.57,0.44,5.64,41,12.51,0.29
Baden-Wuerttemberg,2020-05-02,65.38,,,32146,1402,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,227.0,8529.0,0.71,2.39,1.29,0.57,0.61,3893.0,-143.0,0.13,0,60,110.7,290.4,2.05,35.17,-1.29,17.0,780.0,1.23,2.09,0.87,0.62,5.85,42,12.67,0.15
Baden-Wuerttemberg,2020-05-03,74.89,,,32291,1412,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,145.0,8213.0,0.45,1.7,1.86,0.7,0.6,3579.0,-314.0,0.12,0,61,110.7,291.71,1.31,32.33,-2.84,10.0,763.0,0.71,1.28,1.29,0.84,4.6,43,12.76,0.09
Baden-Wuerttemberg,2020-05-04,71.63,,,32411,1421,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,120.0,7841.0,0.37,1.46,2.19,0.77,0.71,3513.0,-66.0,0.11,0,62,110.7,292.8,1.08,31.74,-0.6,9.0,744.0,0.64,1.18,1.41,0.89,4.67,44,12.84,0.08
Baden-Wuerttemberg,2020-05-05,71.93,,,32482,1452,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,71.0,7442.0,0.22,0.91,3.5,1.08,0.76,3039.0,-474.0,0.1,0,63,110.7,293.44,0.64,27.45,-4.28,31.0,741.0,2.18,4.17,0.6,0.42,4.98,45,13.12,0.28
Baden-Wuerttemberg,2020-05-06,75.65,,,32576,1481,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,94.0,7138.0,0.29,1.26,2.73,0.85,0.72,2784.0,-255.0,0.09,0,64,110.7,294.29,0.85,25.15,-2.3,29.0,714.0,2.0,3.91,0.63,0.44,5.26,46,13.38,0.26
Baden-Wuerttemberg,2020-05-07,78.94,,,32762,1497,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,186.0,6881.0,0.57,2.61,1.53,0.54,0.63,2593.0,-191.0,0.08,0,65,110.7,295.97,1.68,23.42,-1.73,16.0,695.0,1.08,2.24,0.95,0.59,4.04,47,13.52,0.14
Baden-Wuerttemberg,2020-05-08,82.04,,,32898,1515,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,136.0,6355.0,0.42,1.98,2.0,0.64,0.54,2137.0,-456.0,0.07,0,66,110.7,297.19,1.23,19.31,-4.12,18.0,643.0,1.2,2.59,0.88,0.54,4.0,48,13.69,0.16
Baden-Wuerttemberg,2020-05-09,75.53,,,33105,1534,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,207.0,5847.0,0.63,3.26,1.42,0.48,0.62,2062.0,-75.0,0.06,0,67,110.7,299.06,1.87,18.63,-0.68,19.0,615.0,1.25,2.95,0.85,0.5,4.53,49,13.86,0.17
Baden-Wuerttemberg,2020-05-10,77.83,,,33287,1542,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,182.0,5404.0,0.55,3.11,1.58,0.49,0.83,2091.0,29.0,0.06,0,68,110.7,300.71,1.64,18.89,0.26,8.0,574.0,0.52,1.3,1.65,0.83,4.52,50,13.93,0.07
Baden-Wuerttemberg,2020-05-11,118.38,,,33190,1545,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,-97.0,4937.0,-0.29,-1.79,0.0,0.0,0.99,1854.0,-237.0,0.06,0,69,110.7,299.83,-0.88,16.75,-2.14,3.0,563.0,0.19,0.52,3.9,1.65,4.44,51,13.96,0.03
Baden-Wuerttemberg,2020-05-12,118.38,,,33359,1568,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,169.0,4647.0,0.51,3.42,1.68,0.47,1.14,1750.0,-104.0,0.05,0,70,110.7,301.36,1.53,15.81,-0.94,23.0,537.0,1.49,4.09,0.76,0.43,4.67,52,14.17,0.21
Baden-Wuerttemberg,2020-05-13,79.57,,,33518,1594,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,159.0,4620.0,0.48,3.42,1.78,0.47,1.0,1599.0,-151.0,0.05,0,71,110.7,302.8,1.44,14.45,-1.36,26.0,531.0,1.66,4.84,0.71,0.39,4.63,53,14.4,0.23
Baden-Wuerttemberg,2020-05-14,80.28,,,33670,1608,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,152.0,4227.0,0.45,3.29,1.85,0.48,0.73,1524.0,-75.0,0.05,0,72,110.7,304.17,1.37,13.77,-0.68,14.0,495.0,0.88,2.64,1.1,0.54,5.12,54,14.53,0.13
Baden-Wuerttemberg,2020-05-15,87.48,,,33851,1628,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,181.0,4059.0,0.54,4.28,1.61,0.42,0.85,1560.0,36.0,0.05,0,73,110.7,305.8,1.64,14.09,0.33,20.0,475.0,1.24,4.04,0.86,0.43,5.31,55,14.71,0.18
Baden-Wuerttemberg,2020-05-16,85.49,,,33893,1644,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,42.0,3724.0,0.12,1.03,5.93,0.98,0.89,1482.0,-78.0,0.04,0,74,110.7,306.18,0.38,13.39,-0.7,16.0,455.0,0.98,3.37,1.01,0.47,5.56,56,14.85,0.14
Baden-Wuerttemberg,2020-05-17,90.9,,,33950,1648,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,57.0,3189.0,0.17,1.53,4.46,0.75,1.0,1468.0,-14.0,0.04,0,75,110.7,306.7,0.51,13.26,-0.13,4.0,411.0,0.24,0.88,3.18,1.1,6.93,57,14.89,0.04
Baden-Wuerttemberg,2020-05-18,90.52,,,34000,1652,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,50.0,2957.0,0.15,1.57,5.05,0.74,1.16,1424.0,-44.0,0.04,0,76,110.7,307.15,0.45,12.86,-0.4,4.0,403.0,0.24,0.97,3.19,1.02,7.82,58,14.92,0.04
Baden-Wuerttemberg,2020-05-19,93.2,,,34034,1653,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,34.0,2838.0,0.1,1.15,7.27,0.91,0.77,1272.0,-152.0,0.04,0,77,110.7,307.46,0.31,11.49,-1.37,1.0,384.0,0.06,0.25,11.79,3.13,6.61,59,14.93,0.01
Baden-Wuerttemberg,2020-05-20,99.89,,,34115,1672,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,81.0,2779.0,0.24,2.85,3.25,0.51,0.59,1217.0,-55.0,0.04,0,78,110.7,308.19,0.73,10.99,-0.5,19.0,373.0,1.15,4.95,0.91,0.39,6.29,60,15.1,0.17
Baden-Wuerttemberg,2020-05-21,101.77,,,34175,1680,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,60.0,2566.0,0.18,2.16,4.28,0.6,0.48,1070.0,-147.0,0.03,0,79,110.7,308.73,0.54,9.67,-1.33,8.0,327.0,0.48,2.14,1.77,0.6,6.24,61,15.18,0.07
Baden-Wuerttemberg,2020-05-22,99.87,,,34174,1680,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,-1.0,2255.0,-0.0,-0.04,0.0,0.0,0.41,887.0,-183.0,0.03,0,80,110.7,308.72,-0.01,8.01,-1.65,0.0,295.0,0.0,0.0,100.0,100.0,5.31,62,15.18,0.0
Baden-Wuerttemberg,2020-05-23,87.41,,,34345,1692,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,171.0,2199.0,0.5,7.58,1.71,0.32,0.63,1155.0,268.0,0.03,0,81,110.7,310.27,1.54,10.43,2.42,12.0,290.0,0.71,4.07,1.29,0.43,5.01,63,15.29,0.11
Baden-Wuerttemberg,2020-05-24,99.32,,,34399,1697,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,54.0,2108.0,0.16,2.46,4.75,0.56,0.85,1040.0,-115.0,0.03,0,82,110.7,310.75,0.49,9.4,-1.04,5.0,285.0,0.3,1.72,2.68,0.69,4.92,64,15.33,0.05
Baden-Wuerttemberg,2020-05-25,95.77,,,34431,1698,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,32.0,2020.0,0.09,1.52,7.79,0.75,1.07,913.0,-127.0,0.03,0,83,110.7,311.04,0.29,8.25,-1.15,1.0,277.0,0.06,0.35,12.11,2.3,5.91,65,15.34,0.01
Baden-Wuerttemberg,2020-05-26,97.38,,,34466,1707,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,35.0,1984.0,0.1,1.73,7.16,0.69,1.42,796.0,-117.0,0.02,0,84,110.7,311.36,0.32,7.19,-1.06,9.0,255.0,0.53,3.25,1.63,0.48,6.16,66,15.42,0.08
Baden-Wuerttemberg,2020-05-27,100.85,,,34500,1724,Baden-Wuerttemberg,BW,Stuttgart,35677,11069533,34.0,1924.0,0.1,1.71,7.37,0.69,1.07,649.0,-147.0,0.02,0,85,110.7,311.67,0.31,5.86,-1.33,17.0,243.0,1.0,6.67,1.0,0.34,5.52,67,15.57,0.15
